Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
33128934,"Stillhouse Lake (Stillhouse Lake, #1)",Rachel Caine,"Caine, Rachel",,"=""1477821554""","=""9781477821558""",0,4.11,Thomas & Mercer,Kindle Edition,301,2017,2017,,2025/01/30,to-read,to-read (#399),to-read,,,,0,0
203579177,The Last One at the Wedding,Jason Rekulak,"Rekulak, Jason",,"=""1250895782""","=""9781250895783""",0,3.62,Flatiron Books,Hardcover,338,2024,2024,,2025/01/30,to-read,to-read (#398),to-read,,,,0,0
90588684,"The Dog Sitter Detective (The Dog Sitter Detective, #1)",Antony Johnston,"Johnston, Antony",,"=""0749029943""","=""9780749029944""",0,3.80,Allison & Busby,Hardcover,288,2023,2023,,2025/01/30,to-read,to-read (#397),to-read,,,,0,0
193544861,When She Was Me,Marlee Bush,"Bush, Marlee",,"=""172828953X""","=""9781728289533""",0,3.34,Poisoned Pen Press,Paperback,400,2024,2024,,2025/01/22,to-read,to-read (#396),to-read,,,,0,0
199743738,The Midnight Feast,Lucy Foley,"Foley, Lucy",,"=""0063003104""","=""9780063003101""",0,3.58,William Morrow,Hardcover,354,2024,2024,,2025/01/18,to-read,to-read (#395),to-read,,,,0,0
52892857,The Color Purple,Alice Walker,"Walker, Alice",,"=""0143135694""","=""9780143135692""",0,4.27,Penguin Books,Paperback,287,2019,1982,,2025/01/12,to-read,to-read (#394),to-read,,,,0,0
218185743,Bat Eater and Other Names for Cora Zeng,Kylie Lee Baker,"Baker, Kylie Lee",,"=""0778368459""","=""9780778368458""",0,4.16,MIRA,Hardcover,304,2025,2025,,2025/01/05,to-read,to-read (#393),to-read,,,,0,0
207611566,Witchcraft for Wayward Girls,Grady Hendrix,"Hendrix, Grady",,"=""0593548981""","=""9780593548981""",0,3.98,Berkley,Hardcover,482,2025,2025,,2025/01/05,to-read,to-read (#392),to-read,,,,0,0
220161576,Julie Chan Is Dead,Liann Zhang,"Zhang, Liann",,"=""1668067897""","=""9781668067895""",0,3.49,Atria Books,Hardcover,311,2025,2025,,2025/01/05,to-read,to-read (#391),to-read,,,,0,0
211004123,Beautiful Ugly,Alice Feeney,"Feeney, Alice",,"=""125033778X""","=""9781250337788""",0,3.63,Flatiron Books,Hardcover,306,2025,2025,,2025/01/05,to-read,to-read (#390),to-read,,,,0,0
213243937,You Are Fatally Invited,Ande Pliego,"Pliego, Ande",,"=""059387157X""","=""9780593871577""",0,3.59,Bantam,Hardcover,371,2025,2025,,2025/01/05,to-read,to-read (#389),to-read,,,,0,0
211003830,The Queens of Crime,Marie Benedict,"Benedict, Marie",,"=""1250280753""","=""9781250280756""",0,3.84,St. Martin's Press,Hardcover,310,2025,2025,,2025/01/05,to-read,to-read (#388),to-read,,,,0,0
218695844,The Whale Rider (Penguin Vitae),Witi Ihimaera,"Ihimaera, Witi","Loreine Roy, Lily Gladstone, Shilo Kino","=""014313891X""","=""9780143138914""",0,3.84,Penguin Classics,Hardcover,192,2025,1987,,2024/12/28,to-read,to-read (#386),to-read,,,,0,0
199698485,The God of the Woods,Liz    Moore,"Moore, Liz",,"=""""","=""""",0,4.13,Riverhead Books,Kindle Edition,490,2024,2024,,2024/12/26,to-read,to-read (#385),to-read,,,,0,0
57007380,"Moonflower Murders (Susan Ryeland, #2)",Anthony Horowitz,"Horowitz, Anthony",,"=""0062955462""","=""9780062955463""",0,4.06,Harper Perennial,Paperback,608,2021,2020,,2024/12/20,to-read,to-read (#384),to-read,,,,0,0
216850869,"Marble Hall Murders  (Susan Ryeland, #3)",Anthony Horowitz,"Horowitz, Anthony",,"=""1804943010""","=""9781804943014""",0,4.37,Penguin,Kindle Edition,579,2025,2025,,2024/12/20,to-read,to-read (#383),to-read,,,,0,0
214565614,The Buffalo Hunter Hunter,Stephen Graham Jones,"Jones, Stephen Graham",,"=""1668075083""","=""9781668075081""",0,4.14,S&S/Saga Press,Hardcover,435,2025,2025,,2024/12/19,to-read,to-read (#382),to-read,,,,0,0
214331246,"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,"Collins, Suzanne",,"=""1546171460""","=""9781546171461""",0,4.56,Scholastic Press,Hardcover,387,2025,2025,,2024/12/19,to-read,to-read (#381),to-read,,,,0,0
218559595,Great Big Beautiful Life,Emily Henry,"Henry, Emily",,"=""""","=""""",0,4.03,Berkley,Hardcover,432,2025,2025,,2024/12/19,to-read,to-read (#380),to-read,,,,0,0
199125882,Imposter Syndrome,Joseph  Knox,"Knox, Joseph",,"=""1529927471""","=""9781529927474""",0,3.27,Transworld Digital,Kindle Edition,384,2024,2024,,2024/12/18,to-read,to-read (#379),to-read,,,,0,0
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",0,4.16,Harper Voyager,Hardcover,544,2022,2022,,2024/10/05,to-read,to-read (#378),to-read,,,,0,0
219578792,"Life Is a Lazy Susan of Sh*t Sandwiches: Advice, Inspiration and Laughter from the I've Had It Podcast Hosts",Jennifer Welch,"Welch, Jennifer",Angie Sullivan,"=""1335550984""","=""9781335550989""",0,4.22,Hanover Square Press,Hardcover,224,2025,,,2024/10/02,to-read,to-read (#376),to-read,,,,0,0
202102003,Society of Lies,Lauren Ling Brown,"Brown, Lauren Ling",,"=""059372335X""","=""9780593723357""",0,3.53,Bantam,Hardcover,384,2024,2024,,2024/10/01,to-read,to-read (#375),to-read,,,,0,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""0525536299""","=""9780525536291""",0,4.13,Riverhead Books,Hardcover,343,2020,2020,,2024/10/01,to-read,to-read (#374),to-read,,,,0,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",0,4.13,Knopf,Hardcover,401,2022,2022,,2024/10/01,to-read,to-read (#6),to-read,,,,0,0
136276877,The Last Murder at the End of the World,Stuart Turton,"Turton, Stuart",,"=""""","=""""",0,3.66,Sourcebooks Landmark,Hardcover,368,2024,2024,,2024/09/26,to-read,to-read (#372),to-read,,,,0,0
55920242,The Other Black Girl,Zakiya Dalila Harris,"Harris, Zakiya Dalila",,"=""1526630397""","=""9781526630391""",0,3.35,Bloomsbury,Kindle Edition,368,2021,2021,,2021/10/27,to-read,to-read (#149),to-read,,,,0,0
52166665,The Only Good Indians,Stephen Graham Jones,"Jones, Stephen Graham",,"=""1789095298""","=""9781789095296""",0,3.69,Titan Books (UK),Paperback,357,2020,2020,,2021/11/01,to-read,to-read (#155),to-read,,,,0,0
59834305,Before You Knew My Name,Jacqueline Bublitz,"Bublitz, Jacqueline",,"=""1761067265""","=""9781761067266""",0,3.79,Allen & Unwin,Paperback,326,2021,2021,,2024/09/23,to-read,to-read (#370),to-read,,,,0,0
1090378,The Reader,Bernhard Schlink,"Schlink, Bernhard",Carol Brown Janeway,"=""0753804700""","=""9780753804704""",0,3.78,Phoenix,Paperback,216,1998,1995,,2024/09/23,to-read,to-read (#368),to-read,,,,0,0
48856719,The Jane Austen Society,Natalie Jenner,"Jenner, Natalie",,"=""1250272181""","=""9781250272188""",0,3.73,St. Martin's Press,Paperback,306,2020,2020,,2024/09/23,to-read,to-read (#367),to-read,,,,0,0
208931300,Intermezzo,Sally Rooney,"Rooney, Sally",,"=""0374602638""","=""9780374602635""",0,3.86,"Farrar, Straus and Giroux",Hardcover,454,2024,2024,,2024/09/23,to-read,to-read (#365),to-read,,,,0,0
62334530,None of This Is True,Lisa Jewell,"Jewell, Lisa",,"=""1982179007""","=""9781982179007""",0,4.09,Atria Books,Hardcover,390,2023,2023,,2024/09/20,to-read,to-read (#364),to-read,,,,0,0
61771675,Hello Beautiful,Ann Napolitano,"Napolitano, Ann",,"=""""","=""""",0,4.14,The Dial Press,Kindle Edition,416,2023,2023,,2024/09/17,to-read,to-read (#361),to-read,,,,0,0
60449275,Troy: Our Greatest Story Retold (Stephen Fry's Great Mythology #3),Stephen Fry,"Fry, Stephen",,"=""""","=""""",0,4.35,Penguin,Paperback,411,,2020,,2021/02/03,to-read,to-read (#76),to-read,,,,0,0
61313902,Five Survive,Holly  Jackson,"Jackson, Holly",,"=""0755504402""","=""9780755504404""",0,4.08,Electric Monkey,Hardcover,391,2022,2022,,2024/09/03,to-read,to-read (#360),to-read,,,,0,0
51544112,Auē,Becky Manawatu,"Manawatu, Becky",,"=""""","=""""",0,4.49,Mākaro Press,Paperback,328,2019,2019,,2024/08/05,to-read,to-read (#348),to-read,,,,0,0
210220809,Max,Avi Duckor-Jones,"Duckor-Jones, Avi",,"=""1923046705""","=""9781923046702""",0,3.96,Affirm Press,Kindle Edition,304,2024,2024,,2024/08/01,to-read,to-read (#345),to-read,,,,0,0
61854803,"Father Material (London Calling, #3)",Alexis  Hall,"Hall, Alexis",,"=""""","=""""",0,4.34,,Unknown Binding,,2026,2026,,2024/07/27,to-read,to-read (#344),to-read,,,,0,0
209543027,The Mystery Writer,Sulari Gentill,"Gentill, Sulari",,"=""1761152238""","=""9781761152238""",0,3.42,Ultimo Press,Paperback,384,2024,2024,,2024/07/24,to-read,to-read (#337),to-read,,,,0,0
203548313,Hera,Jennifer Saint,"Saint, Jennifer",,"=""1472292235""","=""9781472292230""",0,3.57,Wildfire,Kindle Edition,352,2024,2024,,2024/07/20,to-read,to-read (#295),to-read,,,,0,0
60109530,Keep It in the Family,John Marrs,"Marrs, John",,"=""1542017289""","=""9781542017282""",0,4.08,Thomas & Mercer,Kindle Edition,380,2022,2022,,2024/07/17,to-read,to-read (#294),to-read,,,,0,0
61896550,Wives Like Us,Plum Sykes,"Sykes, Plum",,"=""0062429086""","=""9780062429087""",0,3.49,Harper,Hardcover,368,2024,2024,,2024/05/29,to-read,to-read (#293),to-read,,,,0,0
89717,The Haunting of Hill House,Shirley Jackson,"Jackson, Shirley",Laura Miller,"=""0143039989""","=""9780143039983""",0,3.81,Penguin Classics,Paperback,182,2006,1959,,2024/04/02,to-read,to-read (#290),to-read,,,,0,0
83817556,Kala,Colin Walsh,"Walsh, Colin",,"=""1838958606""","=""9781838958602""",0,3.98,Atlantic Books,Hardcover,400,2023,2023,,2024/03/17,to-read,to-read (#289),to-read,,,,0,0
63310865,"Watch Where They Hide (Jordan Manning, #2)",Tamron Hall,"Hall, Tamron",,"=""0063037084""","=""9780063037083""",0,3.45,William Morrow,Hardcover,256,2024,2024,,2024/03/13,to-read,to-read (#288),to-read,,,,0,0
204316920,"Guilt and Ginataan (Tita Rosie's Kitchen Mystery, #5)",Mia P. Manansala,"Manansala, Mia P.",,"=""059354918X""","=""9780593549186""",0,3.60,Berkley,Paperback,304,2024,2024,,2024/03/11,to-read,to-read (#285),to-read,,,,0,0
37655505,"Scrublands (Martin Scarsden, #1)",Chris Hammer,"Hammer, Chris",,"=""1760632988""","=""9781760632984""",0,3.97,Allen & Unwin,Paperback,496,2018,2018,,2024/02/26,to-read,to-read (#284),to-read,,,,0,0
65137920,The Lost Bookshop,Evie  Woods,"Woods, Evie",Evie Gaughan,"=""0008609209""","=""9780008609207""",0,4.02,One More Chapter/HarperCollins UK,Kindle Edition,432,2023,2023,,2024/02/19,to-read,to-read (#281),to-read,,,,0,0
96177629,Good Material,Dolly Alderton,"Alderton, Dolly",,"=""0241523672""","=""9780241523674""",0,3.84,Fig Tree,Paperback,345,2023,2023,,2024/02/19,to-read,to-read (#280),to-read,,,,0,0
101124639,Bright Young Women,Jessica Knoll,"Knoll, Jessica",,"=""1501153226""","=""9781501153228""",0,3.99,S&S/ Marysue Rucci Books,Hardcover,384,2023,2023,,2024/02/19,to-read,to-read (#279),to-read,,,,0,0
59349100,The Last Housewife,Ashley Winstead,"Winstead, Ashley",,"=""172822991X""","=""9781728229911""",0,3.69,Sourcebooks Landmark,Hardcover,385,2022,2022,,2024/02/19,to-read,to-read (#278),to-read,,,,0,0
62703226,The Only One Left,Riley Sager,"Sager, Riley",,"=""0593183223""","=""9780593183229""",0,4.13,Dutton,Hardcover,383,2023,2023,,2024/02/19,to-read,to-read (#277),to-read,,,,0,0
126918644,The House of Last Resort,Christopher Golden,"Golden, Christopher",,"=""""","=""""",0,3.17,St. Martin's Press,Kindle Edition,292,2024,2024,,2024/01/30,to-read,to-read (#275),to-read,,,,0,0
181350367,"How to Solve Your Own Murder (Castle Knoll Files, #1)",Kristen Perrin,"Perrin, Kristen",,"=""0593474015""","=""9780593474013""",0,3.80,Dutton,Hardcover,358,2024,2024,,2024/01/30,to-read,to-read (#274),to-read,,,,0,0
196614815,Murder Road,Simone St. James,"James, Simone St.",,"=""0593200381""","=""9780593200384""",0,3.69,Berkley,Hardcover,341,2024,2024,,2024/01/30,to-read,to-read (#273),to-read,,,,0,0
199235727,"The Housemaid Is Watching (The Housemaid, #3)",Freida McFadden,"McFadden, Freida",,"=""1464223319""","=""9781464223310""",0,3.87,Sourcebooks,Paperback,364,2024,2024,,2024/01/26,to-read,to-read (#270),to-read,,,,0,0
164444179,First Lie Wins,Ashley Elston,"Elston, Ashley",,"=""""","=""""",0,4.01,Pamela Dorman Books,Hardcover,340,2024,2024,,2024/01/26,to-read,to-read (#268),to-read,,,,0,0
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,"=""0316323705""","=""9780316323703""",0,4.25,"Little, Brown and Company",Kindle Edition,449,2013,1938,,2024/01/15,to-read,to-read (#261),to-read,,,,0,0
51204046,"The Boy from the Woods (Wilde, #1)",Harlan Coben,"Coben, Harlan",,"=""1538748142""","=""9781538748145""",0,3.95,Grand Central Publishing,Hardcover,371,2020,2020,,2020/04/07,to-read,to-read (#36),to-read,,,,0,0
60220068,"Photo Finished (A Snapshot of NYC Mystery, #1)",Christin Brecher,"Brecher, Christin",,"=""1496738810""","=""9781496738813""",0,3.72,Kensington,Paperback,288,2022,2022,,2023/09/14,to-read,to-read (#260),to-read,,,,0,0
65916344,Holly (Holly Gibney #3),Stephen        King,"King, Stephen",,"=""1668016133""","=""9781668016138""",0,4.08,Scribner,Hardcover,449,2023,2023,,2023/09/08,to-read,to-read (#259),to-read,,,,0,0
46015758,If It Bleeds,Stephen        King,"King, Stephen",,"=""""","=""""",0,3.98,Scribner ,Kindle Edition,438,2020,2020,,2023/09/08,to-read,to-read (#258),to-read,,,,0,0
75523433,"The Girl in the Eagle's Talons (Millennium, #7)",Karin Smirnoff,"Smirnoff, Karin",Sarah Death,"=""059353669X""","=""9780593536698""",0,3.42,Knopf,Hardcover,368,2023,2022,,2023/09/08,to-read,to-read (#256),to-read,,,,0,0
61796683,Did You Hear About Kitty Karr?,Crystal Smith Paul,"Paul, Crystal Smith",,"=""1250815304""","=""9781250815309""",0,3.74,Henry Holt and Co.,Hardcover,416,2023,2023,,2023/05/13,to-read,to-read (#255),to-read,,,,0,0
61492433,Four Found Dead,Natalie D. Richards,"Richards, Natalie D.",,"=""1728215811""","=""9781728215815""",0,3.47,Sourcebooks Fire,Paperback,321,2023,2023,,2023/05/03,to-read,to-read (#254),to-read,,,,0,0
61641079,The Haunting of Alejandra,V. Castro,"Castro, V.",,"=""0593499697""","=""9780593499696""",0,3.65,Del Rey,Hardcover,272,2023,2023,,2023/04/30,to-read,to-read (#253),to-read,,,,0,0
61686006,Sisters of the Lost Nation,Nick Medina,"Medina, Nick",,"=""0593546857""","=""9780593546857""",0,3.87,Berkley,Hardcover,338,2023,2023,,2023/04/30,to-read,to-read (#252),to-read,,,,0,0
60784549,In the Lives of Puppets,T.J. Klune,"Klune, T.J.",,"=""125021744X""","=""9781250217448""",0,3.91,Tor Books,Hardcover,432,2023,2023,,2023/04/30,to-read,to-read (#251),to-read,,,,0,0
86148874,"Murder and Mamon (Tita Rosie's Kitchen Mystery, #4)",Mia P. Manansala,"Manansala, Mia P.",,"=""0593549163""","=""9780593549162""",0,3.69,Berkley,Paperback,304,2023,2023,,2023/03/26,to-read,to-read (#242),to-read,,,,0,0
17410290,Stone Maidens (Stone Maidens #1),Lloyd Devereux Richards,"Richards, Lloyd Devereux",,"=""1611095832""","=""9781611095838""",0,3.76,Thomas & Mercer,Kindle Edition,343,2012,2012,,2023/02/14,to-read,to-read (#239),to-read,,,,0,0
58143547,Bath Haus,P.J.  Vernon,"Vernon, P.J.","Michael Crouch, Daniel Henning","=""""","=""""",0,3.75,Random House Audio,Audiobook,8,2021,2021,,2023/02/07,to-read,to-read (#238),to-read,,,,0,0
53450790,"The Perfect Marriage (Perfect, #1)",Jeneva Rose,"Rose, Jeneva",,"=""1913419657""","=""9781913419653""",0,3.98,Bloodhound Books,Paperback,337,2020,2020,,2022/12/07,to-read,to-read (#234),to-read,,,,0,0
60372321,"It's Not TV: The Spectacular Rise, Revolution, and Future of HBO",Felix Gillette,"Gillette, Felix",John Koblin,"=""0593296192""","=""9780593296196""",0,4.03,Viking,Hardcover,402,2022,2022,,2022/11/30,to-read,to-read (#230),to-read,,,,0,0
54829360,The Daughter of Doctor Moreau,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""0593355334""","=""9780593355336""",0,3.57,Del Rey,Hardcover,306,2022,2022,,2022/07/02,to-read,to-read (#227),to-read,,,,0,0
2211684,Pride and Prejudice,Jane Austen,"Austen, Jane",,"=""0099511150""","=""9780099511151""",0,4.29,Vintage,Paperback,368,2007,1813,,2020/04/07,to-read,to-read (#29),to-read,,,,0,0
58202849,"A Botanist's Guide to Parties and Poisons (Saffron Everleigh Mystery, #1)",Kate Khavari,"Khavari, Kate",,"=""1639100075""","=""9781639100071""",0,3.52,Crooked Lane Books,Hardcover,262,2022,2022,,2022/06/23,to-read,to-read (#225),to-read,,,,0,0
58984701,More Than You'll Ever Know,Katie  Gutierrez,"Gutierrez, Katie",,"=""0063118459""","=""9780063118454""",0,3.73,William Morrow,Hardcover,435,2022,2022,,2022/06/21,to-read,to-read (#223),to-read,,,,0,0
59772869,The Woman in the Library,Sulari Gentill,"Gentill, Sulari",,"=""1728261945""","=""9781728261942""",0,3.51,Poisoned Pen Press,Hardcover,265,2022,2022,,2022/06/21,to-read,to-read (#222),to-read,,,,0,0
58772761,Cult Classic,Sloane Crosley,"Crosley, Sloane",,"=""0374603391""","=""9780374603397""",0,3.28,MCD,Hardcover,304,2022,2022,,2022/06/21,to-read,to-read (#221),to-read,,,,0,0
943402,Let the Right One In,John Ajvide Lindqvist,"Lindqvist, John Ajvide",,"=""1847241697""","=""9781847241696""",0,4.04,Quercus,Hardcover,513,2007,2004,,2022/06/21,to-read,to-read (#220),to-read,,,,0,0
59228051,The Ballad of Perilous Graves,Alex  Jennings,"Jennings, Alex",,"=""0759557195""","=""9780759557192""",0,3.57,Redhook,Hardcover,456,2022,2022,,2022/06/21,to-read,to-read (#219),to-read,,,,0,0
59149026,The House Across the Lake,Riley Sager,"Sager, Riley",,"=""0593183193""","=""9780593183199""",0,3.59,Dutton,Hardcover,349,2022,2022,,2022/06/21,to-read,to-read (#218),to-read,,,,0,0
52339313,"Cemetery Boys (Cemetery Boys, #1)",Aiden Thomas,"Thomas, Aiden",,"=""1250250463""","=""9781250250469""",0,4.25,Swoon Reads,Hardcover,344,2020,2020,,2022/06/12,to-read,to-read (#217),to-read,,,,0,0
30646488,The Haunting of Ashburn House,Darcy Coates,"Coates, Darcy",,"=""""","=""""",0,3.85,Black Owl Books,Kindle Edition,328,2016,2016,,2022/06/10,to-read,to-read (#216),to-read,,,,0,0
59031275,The Mutual Friend,Carter  Bays,"Bays, Carter",,"=""0593186761""","=""9780593186763""",0,3.67,Dutton,Hardcover,480,2022,2022,,2022/06/09,to-read,to-read (#215),to-read,,,,0,0
59366226,Just by Looking at Him,Ryan O'Connell,"O'Connell, Ryan",,"=""1982178582""","=""9781982178581""",0,3.73,Atria Books,Hardcover,304,2022,2022,,2022/06/09,to-read,to-read (#214),to-read,,,,0,0
55581591,Nothing Like I Imagined [Except For Sometimes],Mindy Kaling,"Kaling, Mindy",,"=""""","=""""",0,4.08,Amazon,Kindle Edition,118,2020,2020,,2022/05/15,to-read,to-read (#209),to-read,,,,0,0
57840571,The Hacienda,Isabel Cañas,"Cañas, Isabel",,"=""""","=""""",0,3.84,Berkley,Hardcover,352,2022,2022,,2022/05/15,to-read,to-read (#208),to-read,,,,0,0
57224107,That Green Eyed Girl,Julie Owen Moylan,"Moylan, Julie Owen",,"=""""","=""""",0,3.89,Penguin,Kindle Edition,368,2022,2022,,2022/05/13,to-read,to-read (#206),to-read,,,,0,0
52909027,The Lies That Bind,Emily Giffin,"Giffin, Emily",,"=""0399178953""","=""9780399178955""",0,3.76,Ballantine Books,Hardcover,352,2020,2020,,2022/05/10,to-read,to-read (#205),to-read,,,,0,0
57021127,Portrait of a Thief,Grace D. Li,"Li, Grace D.",,"=""0593184734""","=""9780593184738""",0,3.44,Tiny Reparations Books,Hardcover,375,2022,2022,,2022/04/28,to-read,to-read (#204),to-read,,,,0,0
58648055,"Love, Hate & Clickbait",Liz Bowery,"Bowery, Liz",Lucy Lehane,"=""""","=""""",0,3.63,MIRA,ebook,336,2022,2022,,2022/04/28,to-read,to-read (#203),to-read,,,,0,0
58371432,The Book of Cold Cases,Simone St. James,"James, Simone St.",,"=""0440000211""","=""9780440000211""",0,3.78,Berkley,Hardcover,344,2022,2022,,2022/03/17,to-read,to-read (#202),to-read,,,,0,0
27877139,Misery,Stephen        King,"King, Stephen",,"=""1501143107""","=""9781501143106""",0,4.23,Scribner,Paperback,368,2016,1987,,2022/03/08,to-read,to-read (#201),to-read,,,,0,0
58536005,The Club,Ellery Lloyd,"Lloyd, Ellery",,"=""""","=""""",0,3.29,Harper,Hardcover,320,2022,2022,,2022/03/05,to-read,to-read (#200),to-read,,,,0,0
58386733,The Violin Conspiracy,Brendan Slocumb,"Slocumb, Brendan",,"=""0593315413""","=""9780593315415""",0,4.11,Anchor,Hardcover,345,2022,2022,,2022/02/21,to-read,to-read (#197),to-read,,,,0,0
53282135,Tell No One,Harlan Coben,"Coben, Harlan",,"=""1407405748""","=""9781407405742""",0,4.06,W F Howes,Audiobook,,2012,2001,,2022/02/21,to-read,to-read (#196),to-read,,,,0,0
53137974,The Good Sister,Sally Hepworth,"Hepworth, Sally",,"=""1250120950""","=""9781250120953""",0,4.15,St. Martin's Press,Hardcover,309,2021,2020,,2022/02/20,to-read,to-read (#195),to-read,,,,0,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""0525657746""","=""9780525657743""",0,4.24,Knopf,Hardcover,243,2021,2021,,2022/01/12,to-read,to-read (#194),to-read,,,,0,0
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",0,4.07,Knopf,Hardcover,333,2014,2014,,2022/01/10,to-read,to-read (#192),to-read,,,,0,0
1823997,"The Affair of the 39 Cufflinks (Burford Family Mysteries, #3)",James  Anderson,"Anderson, James",,"=""1590582918""","=""9781590582916""",0,3.95,Poisoned Pen Pr,Paperback,320,2007,2003,,2021/12/29,to-read,to-read (#191),to-read,,,,0,0
1823998,"The Affair of the Mutilated Mink (Burford Family Mysteries, #2)",James  Anderson,"Anderson, James",,"=""1890208140""","=""9781890208141""",0,3.94,Poisoned Pen Pr,Paperback,253,1999,1981,,2021/12/29,to-read,to-read (#190),to-read,,,,0,0
10996342,The Art of Fielding,Chad Harbach,"Harbach, Chad",,"=""0316126691""","=""9780316126694""",0,3.99,"Little, Brown and Company",Hardcover,512,2011,2011,,2021/12/28,to-read,to-read (#189),to-read,,,,0,0
25883848,The Hating Game,Sally  Thorne,"Thorne, Sally",,"=""""","=""""",0,3.87,William Morrow Paperbacks,ebook,387,2016,2016,,2021/12/07,to-read,to-read (#187),to-read,,,,0,0
58484283,An Unexpected Kind of Love (When Snow Falls #1),Hayden  Stone,"Stone, Hayden",,"=""1649371861""","=""9781649371867""",0,3.54,Entangled: Embrace,ebook,329,2021,2021,,2021/12/06,to-read,to-read (#186),to-read,,,,0,0
56250281,You’re the One That I Want,Simon James Green,"Green, Simon James",,"=""0702303658""","=""9780702303654""",0,4.05,Scholastic,Paperback,376,2021,2021,,2021/12/06,to-read,to-read (#184),to-read,,,,0,0
56779306,Henry Hamlet's Heart,Rhiannon Wilde,"Wilde, Rhiannon",,"=""0702263141""","=""9780702263149""",0,4.15,University of Queensland Press,Paperback,328,2021,2021,,2021/12/06,to-read,to-read (#183),to-read,,,,0,0
44654627,"One of Us Is Next (One of Us Is Lying, #2)",Karen M. McManus,"McManus, Karen M.",,"=""0525707964""","=""9780525707967""",0,3.90,Delacorte Press for Young Readers,Hardcover,377,2020,2020,,2021/12/05,to-read,to-read (#182),to-read,,,,0,0
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""9780385534635""",0,4.00,Doubleday,Hardcover,506,2011,2011,,2021/12/02,to-read,to-read (#181),to-read,,,,0,0
56089437,Mrs England,Stacey Halls,"Halls, Stacey",,"=""1838772863""","=""9781838772864""",0,3.91,Bonnier Zaffre,Hardcover,424,2021,2021,,2021/11/27,to-read,to-read (#178),to-read,,,,0,0
33385229,"They Both Die at the End (Death-Cast, #1)",Adam Silvera,"Silvera, Adam",,"=""0062457799""","=""9780062457790""",0,3.75,Quill Tree Books,Hardcover,389,2017,2017,,2021/11/25,to-read,to-read (#177),to-read,,,,0,0
54017386,Last Tang Standing,Lauren  Ho,"Ho, Lauren",,"=""""","=""9780008400095""",0,3.52,HarperCollins,ebook,400,2020,2020,,2021/02/22,to-read,to-read (#80),to-read,,,,0,0
54189398,"The Spanish Love Deception (Love Deception, #1)",Elena  Armas,"Armas, Elena",,"=""1668002531""","=""9781668002537""",0,3.80,Elena Armas,ebook,487,2021,2021,,2021/11/22,to-read,to-read (#173),to-read,,,,0,0
42584179,How Not to Die Alone,Richard Roper,"Roper, Richard",,"=""0525539883""","=""9780525539889""",0,3.68,G.P. Putnam's Sons,Hardcover,321,2019,2019,,2021/11/19,to-read,to-read (#166),to-read,,,,0,0
61013,"The House of Gucci: A Sensational Story of Murder, Madness, Glamour, and Greed",Sara Gay Forden,"Forden, Sara Gay",,"=""""","=""""",0,3.44,Custom House,Paperback,288,2001,2000,,2021/11/09,to-read,to-read (#163),to-read,,,,0,0
357734,Blonde,Joyce Carol Oates,"Oates, Joyce Carol",,"=""006093493X""","=""9780060934934""",0,3.93,HarperCollins,Paperback,738,2001,2000,,2021/11/02,to-read,to-read (#158),to-read,,,,0,0
52915339,The Chicken Sisters,K.J. Dell'Antonia,"Dell'Antonia, K.J.",,"=""""","=""""",0,3.40,G.P. Putnam's Sons,Paperback,352,2020,2020,,2021/11/02,to-read,to-read (#157),to-read,,,,0,0
58304881,Both/And: A Memoir,Huma Abedin,"Abedin, Huma",,"=""1501194801""","=""9781501194801""",0,4.32,Scribner,Hardcover,544,2021,2021,,2021/11/02,to-read,to-read (#156),to-read,,,,0,0
736131,"The Valley of Fear (Sherlock Holmes, #7)",Arthur Conan Doyle,"Doyle, Arthur Conan",David Timson,"=""9626344245""","=""9789626344248""",0,3.96,Naxos Audio Books,Audio CD,7,2007,1914,,2021/11/01,to-read,to-read (#154),to-read,,,,0,0
15980913,"The Sign of the Four (Sherlock Holmes, #2)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",0,3.89,"Amazon Digital Services, Inc",Kindle Edition,184,2012,1890,,2021/11/01,to-read,to-read (#153),to-read,,,,0,0
29469717,Queen Bees: Six Brilliant and Extraordinary Society Hostesses Between the Wars,Siân Evans,"Evans, Siân",,"=""1473618029""","=""9781473618022""",0,3.62,Two Roads,Hardcover,320,2016,2016,,2021/10/30,to-read,to-read (#152),to-read,,,,0,0
